Plot;Quad;X_quad;Y_quad;Q_Yellow;X_yellow;Y_yellow;TAG ;Col_data;Status_23;X_10;Y_10;X;Y;alt;dia_x;dia_y;alt24;dia_x24;dia_y24;Status24;Status_combined;Status_combined2;;Obs24;Obs23
2;D;50;50;D1;40;30;no tag;2023;Immature;7;4;97;84;5;5;5;;;;dead;I_dead;old;;;
2;D;50;50;D4;10;30;2044;2022;immature;1;4.5;61;84.5;22.3;5;22.1;;;;dead;I_dead;old;;;
2;D;50;50;E2;30;40;no tag;2023;Immature;5;5.5;85;95.5;5;5;5;;;;dead;I_dead;old;;;
2;D;50;50;E2;30;40;no tag;2023;Immature;4;6.5;84;96.5;5;5;5;;;;dead;I_dead;old;;;
2;D;50;50;E3;20;40;no tag;2022;Reprodutivo;0.5;4;70.5;94;22.5;5;39.3;;;;dead;R_dead;old;;;
2;D;50;50;E4;10;40;no tag;2023;Immature;2;8;62;98;8.4;5;5;;;;dead;I_dead;old;;;
2;D;50;50;E4;10;40;no tag;2023;Immature;2;8;62;98;8.4;5;5;;;;dead;I_dead;old;;;
2;D;50;50;E4;10;40;no tag;2023;Immature;2;8;62;98;8.4;5;5;;;;dead;I_dead;old;;;
2;D;50;50;E4;10;40;no tag;2023;Immature;2;8;62;98;8.4;5;5;;;;dead;I_dead;old;;;
2;A;0;0;A1;40;40;2876;2024;new;6;8;46;48;;5;;25;20;25;Reprodutivo;new;new;;;
2;A;0;0;E1;0;40;No tag;2024;new;2;5;2;45;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;E1;0;40;no tag;2024;new;4;6;4;46;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;E1;0;40;no tag;2024;new;3;7.5;3;47.5;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;E1;0;40;no tag;2024;new;3;7.5;3;47.5;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;E1;0;40;no tag;2024;new;4;9;4;49;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;B5;30;0;no tag;2024;new;3;2;33;2;;5;;5;5;5;Reprodutivo;new;new;;;
2;A;0;0;A5;40;0;No tag;2024;new;3;5;43;5;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;A4;40;10;No tag;2024;new;3.5;0.5;43.5;10.5;;5;;5;5;5;Reprodutivo;new;new;;;
2;A;0;0;A3;40;20;no tag;2024;new;3;1;43;21;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;A3;40;20;no tag;2024;new;2;6;42;26;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;A2;40;30;no tag;2024;new;2;5.5;42;35.5;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;A2;40;30;no tag;2024;new;2;5.5;42;35.5;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;A2;40;30;no tag;2024;new;2;5.5;42;35.5;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;A2;40;30;no tag;2024;new;4;7;44;37;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;A2;40;30;no tag;2024;new;3;8;43;38;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;B1;30;40;no tag;2024;new;2;3.5;32;43.5;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;B1;30;40;no tag;2024;new;3.5;7;33.5;47;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;B2;30;30;no tag;2024;new;5.5;1;35.5;31;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;B2;30;30;no tag;2024;new;8;3;38;33;;5;;5;12;13;Reprodutivo;new;new;;;
2;A;0;0;B2;30;30;no tag;2024;new;6;3;36;33;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;B2;30;30;no tag;2024;new;6;5;36;35;;5;;5;5;10;Reprodutivo;new;new;;;
2;A;0;0;B2;30;30;no tag;2024;new;3;7.5;33;37.5;;5;;5;5;10;Immature;new;new;;;
2;A;0;0;C1;20;40;no tag;2024;new;8.5;0.5;28.5;40.5;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;C1;20;40;no tag;2024;new;3;1;23;41;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;C1;20;40;no tag;2024;new;5;7.5;25;47.5;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;C2;20;30;no tag;2024;new;4.5;3.5;24.5;33.5;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;C2;20;30;no tag;2024;new;0.5;4;20.5;34;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;C2;20;30;no tag;2024;new;5;7.5;25;37.5;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;C2;20;30;no tag;2024;new;9;7.5;29;37.5;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;C3;20;20;no tag;2024;new;4;3;24;23;;5;;5;5;5;Reprodutivo;new;new;;;
2;A;0;0;C3;20;20;no tag;2024;new;1;4.5;21;24.5;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;C3;20;20;no tag;2024;new;5;7;25;27;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;C3;20;20;no tag;2024;new;4.5;7;24.5;27;;10;;5;5;5;Immature;new;new;;;
2;A;0;0;C3;20;20;no tag;2024;new;7;2;27;22;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;C3;20;20;no tag;2024;new;8;2;28;22;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;C4;20;10;no tag;2024;new;5.5;9;25.5;19;;15;;5;5;5;Immature;new;new;;;
2;A;0;0;D1;10;40;no tag;2024;new;4;1;14;41;;15;;5;5;5;Immature;new;new;;;
2;A;0;0;D1;10;40;no tag;2024;new;0.5;1;10.5;41;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;D1;10;40;no tag;2024;new;0.5;1;10.5;41;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;D1;10;40;no tag;2024;new;5;0;15;40;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;D2;10;30;no tag;2024;new;8;4;18;34;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;D2;10;30;no tag;2024;new;6;3.5;16;33.5;;5;;5;5;5;Immature;new;new;;;
2;A;0;0;D2;10;30;no tag;2024;new;1.5;4;11.5;34;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;A3;20;40;no tag;2024;new;0.5;2.5;70.5;42.5;;16;;13;5;5;Immature;new;new;;;
2;B;50;0;A3;20;40;no tag;2024;new;7;8.5;77;48.5;;5;;11;5;5;Immature;new;new;;;
2;B;50;0;A3;20;40;no tag;2024;new;9.5;6;79.5;46;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;A4;30;40;no tag;2024;new;4;3;84;43;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;A4;30;40;no tag;2024;new;6;6.5;86;46.5;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;A4;30;40;no tag;2024;new;6;6.5;86;46.5;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;A4;30;40;no tag;2024;new;6;0.5;86;40.5;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;B1;0;30;no tag;2024;new;3;10;53;40;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;B2;10;30;no tag;2024;new;8.5;0;68.5;30;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;B2;10;30;no tag;2024;new;7.5;2.5;67.5;32.5;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;B2;10;30;no tag;2024;new;2;3;62;33;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;B3;20;30;no tag;2024;new;0;9.5;70;39.5;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;B3;20;30;no tag;2024;new;2;9.5;72;39.5;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;B4;30;30;no tag;2024;new;5.5;2.5;85.5;32.5;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;C4;30;20;no tag;2024;new;2.5;4.5;82.5;24.5;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;C4;30;20;no tag;2024;new;7;6.5;87;26.5;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;D3;20;10;no tag;2024;new;9;2;79;12;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;D3;20;10;no tag;2024;new;9;2;79;12;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;D3;20;10;no tag;2024;new;9;2;79;12;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;E1;0;0;no tag;2024;new;7;3;57;3;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;E1;0;0;no tag;2024;new;5;5.5;55;5.5;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;E1;0;0;no tag;2024;new;4;5;54;5;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;E2;10;0;no tag;2024;new;1;2;61;2;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;E2;10;0;no tag;2024;new;2;10;62;10;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;E4;30;0;no tag;2024;new;5;4;85;4;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;C2;10;20;no tag;2024;new;9;8.5;69;28.5;;5;;14;5;5;Immature;new;new;;;
2;B;50;0;C2;10;20;no tag;2024;new;9;9.5;69;29.5;;5;;20;5;5;Immature;new;new;;;
2;B;50;0;C2;10;20;no tag;2024;new;8;9.5;68;29.5;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;C2;10;20;no tag;2024;new;9.5;7.5;69.5;27.5;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;C2;10;20;no tag;2024;new;9.5;7.5;69.5;27.5;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;C2;10;20;no tag;2024;new;9.5;7.5;69.5;27.5;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;C2;10;20;no tag;2024;new;9.5;7.5;69.5;27.5;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;C2;10;20;no tag;2024;new;9.5;7.5;69.5;27.5;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;C2;10;20;no tag;2024;new;9.5;7.5;69.5;27.5;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;C2;10;20;no tag;2024;new;9;0;69;20;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;D2;10;10;no tag;2024;new;0.5;5;60.5;15;;5;;5;5;5;Immature;new;new;;;
2;B;50;0;D2;10;10;no tag;2024;new;0.5;6.5;60.5;16.5;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;B3;10;20;no tag;2024;new;8.5;2.5;18.5;72.5;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;B3;10;20;no tag;2024;new;7.5;2.5;17.5;72.5;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;B4;10;30;no tag;2024;new;1;3;11;83;;15;;5;5;5;Immature;new;new;;;
2;C;0;50;C2;20;10;no tag;2024;new;7;7;27;67;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;C2;20;10;no tag;2024;new;7;7;27;67;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;C2;20;10;no tag;2024;new;7;7;27;67;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;C3;20;20;no tag;2024;new;2.5;7;22.5;77;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;C3;20;20;no tag;2024;new;2.5;8;22.5;78;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;C3;20;20;no tag;2024;new;1.5;10;21.5;80;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;C3;20;20;no tag;2024;new;7;7.5;27;77.5;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;C3;20;20;no tag;2024;new;7;9.5;27;79.5;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;C5;20;40;no tag;2024;new;2;1.5;22;91.5;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;C5;20;40;no tag;2024;new;4;3.5;24;93.5;;15;;5;5;5;Immature;new;new;;;
2;C;0;50;D1;30;0;no tag;2024;new;5.5;4;35.5;54;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;D1;30;0;no tag;2024;new;6.5;6.5;36.5;56.5;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;D1;30;0;no tag;2024;new;7;3;37;53;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;D2;30;10;no tag;2024;new;9.5;7;39.5;67;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;D3;30;20;no tag;2024;new;7;7;37;77;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;D3;30;20;no tag;2024;new;7;7;37;77;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;D3;30;20;no tag;2024;new;7;7;37;77;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;D3;30;20;no tag;2024;new;7;7;37;77;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;D4;30;30;no tag;2024;new;5.5;6.5;35.5;86.5;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;D4;30;30;no tag;2024;new;10;2.5;40;82.5;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;D5;30;40;no tag;2024;new;2.5;7.5;32.5;97.5;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;D5;30;40;no tag;2024;new;2.5;7.5;32.5;97.5;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;D5;30;40;no tag;2024;new;2.5;8;32.5;98;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;E2;40;10;no tag;2024;new;6;8;46;68;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;E3;40;20;no tag;2024;new;2;4;42;74;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;E3;40;20;no tag;2024;new;6.5;4.5;46.5;74.5;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;E3;40;20;no tag;2024;new;8;4.5;48;74.5;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;E3;40;20;no tag;2024;new;4;10;44;80;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;E3;40;20;no tag;2024;new;5;10;45;80;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;E3;40;20;no tag;2024;new;10;8;50;78;;5;;15;5;5;Immature;new;new;;;
2;C;0;50;E4;40;30;no tag;2024;new;7;3.5;47;83.5;;5;;5;5;5;Immature;new;new;;;
2;C;0;50;E5;40;40;no tag;2024;new;1;2.5;41;92.5;;5;;5;5;5;Immature;new;new;;;
2;D;50;50;A2;30;0;no tag;2024;new;0.5;5;80.5;55;;5;;5;5;5;Immature;new;new;;;
2;D;50;50;A2;30;0;no tag;2024;new;4.5;1;84.5;51;;5;;5;5;5;Immature;new;new;;;
2;D;50;50;A2;30;0;no tag;2024;new;3.5;4.5;83.5;54.5;;5;;5;5;5;Immature;new;new;;;
2;D;50;50;A2;30;0;no tag;2024;new;3.5;4.5;83.5;54.5;;10;;5;5;5;Immature;new;new;;;
2;D;50;50;A2;30;0;no tag;2024;new;3;1;83;51;;5;;5;5;5;Immature;new;new;;;
2;D;50;50;A3;20;0;no tag;2024;new;1;9.5;71;59.5;;5;;5;5;5;Immature;new;new;;;
2;D;50;50;A4;10;0;no tag;2024;new;0.5;5.5;60.5;55.5;;5;;5;5;5;Immature;new;new;;;
2;D;50;50;A4;10;0;no tag;2024;new;1;6.5;61;56.5;;5;;5;5;5;Immature;new;new;;;
2;D;50;50;A5;0;0;no tag;2024;new;4.5;4;54.5;54;;5;;17;5;5;Immature;new;new;;;
2;D;50;50;A5;0;0;2980;2024;new;4.5;8;54.5;58;;5;;20;21;23;Reprodutivo;new;new;;Indivíduo grande, possivelmente de anos anteriores que não foi detectado.;
2;D;50;50;B2;30;10;no tag;2024;new;4;4.5;84;64.5;;5;;14;5;5;Immature;new;new;;Status não registrado. Provavelmente Immature;
2;D;50;50;B2;30;10;no tag;2024;new;6.5;9;86.5;69;;5;;5;5;5;Immature;new;new;;;
2;D;50;50;B2;30;10;no tag;2024;new;6.5;9;86.5;69;;5;;5;5;5;Immature;new;new;;;
2;D;50;50;B3;20;10;no tag;2024;new;1;3;71;63;;5;;5;5;5;Immature;new;new;;;
2;D;50;50;B4;10;10;no tag;2024;new;5.5;4.5;65.5;64.5;;5;;5;5;5;Immature;new;new;;;
2;D;50;50;B5;0;10;no tag;2024;new;7;1;57;61;;5;;5;5;5;Immature;new;new;;;
2;D;50;50;B5;0;10;no tag;2024;new;7;1;57;61;;5;;5;5;5;Immature;new;new;;;
2;D;50;50;B5;0;10;no tag;2024;new;7;1;57;61;;5;;5;5;5;Immature;new;new;;;
2;D;50;50;B5;0;10;no tag;2024;new;7;1;57;61;;5;;5;5;5;Immature;new;new;;;
2;D;50;50;C5;0;20;no tag;2024;new;3;2.5;53;72.5;;5;;9;5;5;Reprodutivo;new;new;;;
2;D;50;50;C5;0;20;no tag;2024;new;2.5;4.5;52.5;74.5;;5;;5;5;5;Reprodutivo;new;new;;;
2;D;50;50;C5;0;20;no tag;2024;new;5;5;55;75;;5;;5;5;5;Immature;new;new;;;
2;D;50;50;C2;30;20;no tag;2024;new;0.5;8;80.5;78;;5;;5;5;5;Immature;new;new;;;
2;D;50;50;D1;40;30;no tag;2024;new;4.5;7;94.5;87;;5;;5;5;5;Immature;new;new;;;
2;D;50;50;D3;20;30;no tag;2024;new;2;7.5;72;87.5;;5;;5;5;5;Immature;new;new;;;
2;D;50;50;E3;20;40;no tag;2024;new;5.5;5;75.5;95;;5;;5;5;5;Immature;new;new;;;
2;D;50;50;E4;10;40;no tag;2024;new;7.5;5;67.5;95;;5;;5;5;5;Immature;new;new;;;
3;A;0;0;A1;40;40;no tag;2023;Immature;5;5;45;45;9.1;5.2;5;19;5;5;dead;I_dead;old;;;
3;A;0;0;B4;30;10;no tag;2023;Immature;9;9.5;39;19.5;6.4;6.8;9.2;11;6;8;Immature;I_live;old;;;
3;A;0;0;D1;10;40;no tag;2022;immature;1.5;6;11.5;46;25.4;20.7;16.8;23;10;9;dead;I_dead;old;;;adulto no tag, ano passado
3;B;50;0;A3;20;40;2051;2022;dead;3.5;8;73.5;48;29.7;30.8;24.7;;;;dead;new;new;;Retirou a tag;
3;B;50;0;A5;40;40;2050;2022;dead;1;2.5;91;42.5;5;5;5;;;;dead;new;new;;Tag mantida;
3;B;50;0;A5;40;40;2055;2022;immature;6;9;96;49;18.9;22.1;15.7;25;14;30;Immature;I_live;old;;;
3;B;50;0;A5;40;40;no tag;2023;Immature;3;5;93;45;6;5;5;;;;dead;I_dead;old;;;
3;B;50;0;B1;0;30;no tag;2023;Immature;2;5.5;52;35.5;5;5;5;;;;dead;I_dead;old;;;
3;B;50;0;D5;40;10;no tag;2023;Reprodutivo;1;5;91;15;21;11.5;17.7;;;;dead;R_dead;old;;;
3;B;50;0;E3;20;0;no tag;2023;Immature;1.5;3.5;71.5;3.5;13.4;7.6;6.8;;;;dead;I_dead;old;;;
3;B;50;0;E3;20;0;no tag;2023;Immature;2;4;72;4;10.3;8.7;6.9;;;;dead;I_dead;old;;;
3;B;50;0;E4;10;0;2049;2022;Reprodutivo;7;1.5;67;1.5;34.2;98.1;85.9;30;69;91;dead;R_dead;old;;;
3;C;0;50;A2;0;10;2054;2022;dead;7.5;9.5;7.5;69.5;na;na;na;;;;dead;new;new;;Já sem tag;
3;C;0;50;E1;40;0;no tag;2023;Immature;7;8;47;58;5;5;5;5;5;5;dead;I_dead;old;;;
3;D;50;50;A3;20;0;2061;2022;dead;9;2;79;52;na;na;na;;;;dead;new;new;;;
3;D;50;50;A3;20;0;2058;2022;dead;1;5;71;55;20.2;28.6;41.1;;;;dead;new;new;;Retirou a tag;
3;D;50;50;A3;20;0;no tag;2023;Reprodutivo;1.5;3.5;71.5;53.5;6.8;5;5;5;5;5;Immature;R_live;old;;;
3;D;50;50;B1;40;10;2056;2022;Immature;9;1;99;61;25.3;29.4;42.6;46;23;44;Reprodutivo;I_live;old;;Com botão;
3;D;50;50;B3;20;10;no tag;2023;Reprodutivo;2;5;72;65;9.8;5;5;;;;dead;R_dead;old;;;
3;D;50;50;D3;20;30;2057;2022;Reprodutivo;4.5;2;74.5;82;34.6;28.4;37.4;35;20;12;dead;R_dead;old;;;
3;D;50;50;D4;10;30;no tag;2023;Reprodutivo;7.5;5;67.5;85;12.7;5;5;;;;dead;R_dead;old;;;
3;D;50;50;D4;10;30;no tag;2023;Reprodutivo;8;5;68;85;22.1;6.6;5.5;;;;dead;R_dead;old;;;
3;D;50;50;D4;10;30;no tag;2023;Reprodutivo;8.5;5.5;68.5;85.5;13.4;5;5;;;;dead;R_dead;old;;;
3;D;50;50;D4;10;30;no tag;2023;Reprodutivo;10;8;70;88;20.2;6.2;5.7;12;5;5;Reprodutivo;R_live;old;;;
3;D;50;50;E4;0;30;2059;2022;Reprodutivo;2;6;52;86;40.5;42.9;37.1;21;24;26;dead;R_dead;old;;;
3;D;50;50;E5;0;40;2060;2022;Reprodutivo;5;5;55;95;32.8;77.8;115.7;;;;dead;R_dead;old;;Retirou a tag;
3;A;0;0;A5;40;0;no tag;2024;new;4.5;7.5;44.5;7.5;;5;;15;5;5;Immature;new;new;;;
3;A;0;0;B4;30;10;no tag;2024;new;6;6;36;16;;5;;7;5;5;Immature;new;new;;;
3;A;0;0;C4;20;10;no tag;2024;new;3.5;0.5;23.5;10.5;;5;;5;5;5;Immature;new;new;;;
3;A;0;0;C5;20;0;no tag;2024;new;2.5;2.5;22.5;2.5;;5;;5;5;5;Immature;new;new;;;
3;C;0;50;A2;0;10;no tag;2024;new;5.5;9.5;5.5;69.5;;5;;5;5;5;Immature;new;new;;;
3;D;50;50;B1;40;10;no tag;2024;new;7.7;4;97.7;64;;5;;15;5;5;Immature;new;new;;;
3;D;50;50;B5;0;10;no tag;2024;new;10;5;60;65;;5;;5;5;5;Immature;new;new;;;
3;D;50;50;C1;40;20;no tag;2024;new;8;5.5;98;75.5;;5;;5;5;5;Immature;new;new;;;
3;D;50;50;C4;10;20;no tag;2024;new;7.5;5.5;67.5;75.5;;5;;15;5;5;Immature;new;new;;;
3;D;50;50;C4;10;20;no tag;2024;new;2;5;62;75;;5;;23;5;5;Immature;new;new;;;
3;D;50;50;C5;0;20;no tag;2024;new;2;7;52;77;;5;;5;5;5;Immature;new;new;;;
3;D;50;50;D2;30;30;no tag;2024;new;5;10;85;90;;5;;17;5;5;Immature;new;new;;;
3;D;50;50;D4;10;30;no tag;2024;new;8;5;68;85;;5;;5;5;5;Immature;new;new;;;
3;D;50;50;D4;10;30;no tag;2024;new;8;5.5;68;85.5;;5;;5;5;5;Immature;new;new;;;
3;D;50;50;D4;10;30;no tag;2024;new;10;5;70;85;;5;;5;5;5;Immature;new;new;;;
3;D;50;50;E5;0;40;no tag;2024;new;2.5;5;52.5;95;;5;;7;5;5;Immature;new;new;;;
3;D;50;50;E5;0;40;no tag;2024;new;5;5.5;55;95.5;;5;;5;5;5;Immature;new;new;;;
3;D;50;50;E5;0;40;no tag;2024;new;5;5.5;55;95.5;;5;;5;5;5;Immature;new;new;;;
3;D;50;50;E5;0;40;no tag;2024;new;5;4.5;55;94.5;;5;;5;5;5;Immature;new;new;;;
4;A;0;0;A3;40;20;2093;2022;dead;4.5;4;44.5;24;17.2;13.3;10.6;;;;dead;new;new;;;
4;A;0;0;C1;20;40;2095;2022;dead;8;6;28;46;na;na;na;;;;dead;new;new;;;
4;A;0;0;E2;0;30;2098;2022;immature;10;1.5;10;31.5;25.9;44.7;52.5;;;;dead;I_dead;old;;Tiramos tag?;
4;B;50;0;A2;10;40;2076;2022;Reprodutivo;7.5;8.5;67.5;48.5;22.4;19.9;23.1;;;;dead;R_dead;old;;Tirou tag?;
4;B;50;0;A2;10;40;no tag;2023;Immature;7;9.5;67;49.5;5;5;5;;;;dead;I_dead;old;;;
4;B;50;0;A2;10;40;no tag;2023;Immature;7;9.5;67;49.5;5;5;5;;;;dead;I_dead;old;;;
4;B;50;0;A4;30;40;2071;2022;Reprodutivo;8;0.5;88;40.5;22.9;18.1;28.7;;;;dead;R_dead;old;;Tirou tag;
4;B;50;0;A4;30;40;2072;2022;Reprodutivo;4.5;3;84.5;43;17.8;36.9;32.4;;;;dead;R_dead;old;;;
4;B;50;0;A5;40;40;no tag;2023;Immature;1.5;8;91.5;48;13.9;8.2;6.9;;;;dead;I_dead;old;;;
4;B;50;0;A5;40;40;no tag;2023;Immature;8;2;98;42;7.8;15.5;12;;;;dead;I_dead;old;;;
4;B;50;0;B2;10;30;2075;2022;dead;0.5;5.5;60.5;35.5;na;na;na;;;;dead;new;new;;Tirou tag;
4;B;50;0;B2;10;30;2070;2022;Reprodutivo;4.5;9;64.5;39;16.6;23.5;23.2;30;35;25;Reprodutivo;R_live;old;;;
4;B;50;0;C3;20;20;2069;2022;dead;1;8.5;71;28.5;26.3;8.1;28.7;;;;dead;new;new;;Tirou tag;
4;B;50;0;C5;40;20;2073;2022;dead;na;na;#VALOR!;#VALOR!;na;na;na;;;;dead;new;new;;Tirou tag;
4;B;50;0;C5;40;20;2074;2022;Reprodutivo;5.5;7.5;95.5;27.5;19;18.9;15.2;;;;dead;R_dead;old;;Tirou tag?;
4;B;50;0;D3;20;10;2067;2022;dead;5;4.5;75;14.5;na;na;na;;;;dead;new;new;;Tirou tag;
4;B;50;0;D5;40;10;2068;2022;dead;1.5;2.5;91.5;12.5;24.7;86.4;32;;;;dead;new;new;;Tirou tag;
4;B;50;0;E2;10;0;2066;2022;dead;2.5;9;62.5;9;10;20.5;10.5;;;;dead;new;new;;Tirou tag;
4;C;0;50;A1;0;0;2082;2022;Reprodutivo;4;8;4;58;16.6;8.6;7.4;;;;dead;R_dead;old;;;
4;C;0;50;A2;0;10;2083;2022;immature;2;4;2;64;14.6;21.9;31.7;;;;dead;I_dead;old;;Tirou tag;
4;C;0;50;A3;0;20;no tag;2023;Immature;5.5;6;5.5;76;9.2;5.2;5;;;;dead;I_dead;old;;;
4;C;0;50;A4;0;30;2080;2022;dead;6;5.5;6;85.5;22.5;11;14.9;;;;dead;new;new;;;
4;C;0;50;A4;0;30;2081;2022;dead;3;4;3;84;12.9;36.7;41.4;;;;dead;new;new;;Tirou tag;
4;C;0;50;B2;10;10;2079;2022;dead;4;7.5;14;67.5;25.7;67;49.9;;;;dead;new;new;;Tirou tag;
4;C;0;50;C3;20;20;2078;2022;Reprodutivo;9.5;1.5;29.5;71.5;8.4;8.1;9.7;;;;dead;R_dead;old;;Tirou tag;
4;C;0;50;E3;40;20;2077;2022;immature;8;1;48;71;12.9;5;8.8;;;;dead;I_dead;old;;Tirou tag;
4;D;50;50;A1;40;0;no tag;2023;Immature;3;3;93;53;7.1;5;5;;;;dead;I_dead;old;;;
4;D;50;50;A4;10;0;2092;2022;Reprodutivo;5;5;65;55;14.5;37.2;42;;;;dead;R_dead;old;;;
4;D;50;50;B4;10;10;no tag;2023;Immature;6;8.5;66;68.5;5;5;5;;;;dead;I_dead;old;;;
4;D;50;50;C3;20;20;2087;2022;Reprodutivo;10;9;80;79;30.5;41.8;41;;;;dead;R_dead;old;;Tirou tag;
4;D;50;50;C4;10;20;2089;2022;dead;2.5;9;62.5;79;20.2;5;5;;;;dead;new;new;;Tirou tag;
4;D;50;50;D1;40;30;2085;2022;Reprodutivo;6.5;7;96.5;87;32.4;37.6;40.3;;;;dead;R_dead;old;;Tirou tag;
4;D;50;50;D3;20;30;2086;2022;Reprodutivo;5;7.5;75;87.5;48.8;112.4;121.6;;;;dead;R_dead;old;;Tirou tag;
4;D;50;50;D4;10;30;no tag;2023;Immature;9;9.5;69;89.5;5;5;5;;;;dead;I_dead;old;;;
4;D;50;50;D4;10;30;no tag;2023;Immature;9;9.5;69;89.5;5;5;5;;;;dead;I_dead;old;;;
4;D;50;50;D4;10;30;no tag;2023;Immature;9;9.5;69;89.5;5;5;5;;;;dead;I_dead;old;;;
