Specie;Plot;Quad;X_quad;Y_quad;Q_Yellow;X_yellow;Y_yellow;TAG ;status;X_10;Y_10;X;Y;alt;dia_x;dia_y;diam;OBS
;1;A;0;0;D4;10;10;no tag;Jovem ;1;1;11;11;11.1;7.6;7.3;174.2072;Menor classe de diametro = 5mm
;1;B;50;0;A5;40;40;no tag;Reprodutivo;0.5;7;90.5;47;17.9;5.6;8.5;149.464;Todas medidas de tamanhho em mm
;1;B;50;0;A5;40;40;no tag;Jovem ;4;5;94;45;12.6;5;5;78.5;
;1;B;50;0;A5;40;40;no tag;Jovem ;4;5;94;45;8.2;10.2;20.5;656.574;
;1;B;50;0;A5;40;40;2010;Reprodutivo;6;3;96;43;29.2;51.2;37.2;5980.5696;
;1;B;50;0;B1;0;30;2006;Reprodutivo;6;4;56;34;45;43.1;36.9;4993.8246;
;1;B;50;0;C2;10;20;no tag;Reprodutivo;3;7;63;27;18;6.7;5.5;115.709;
;1;B;50;0;C2;10;20;no tag;Jovem ;5;7;65;27;18;7.1;6.7;149.3698;
;1;B;50;0;C2;10;20;no tag;Jovem ;2;8;62;28;18;6.5;6.5;132.665;
;1;B;50;0;C2;10;20;no tag;Jovem ;2;8;62;28;18;6.5;6.5;132.665;
;1;B;50;0;D3;20;10;2003;Jovem ;4;10;74;20;20.4;26.5;19.9;1655.879;
;1;B;50;0;D4;30;10;2000;Reprodutivo;6;4;86;14;25.6;21.4;35.9;2412.3364;
;1;B;50;0;D4;30;10;2001;Esqueleto;0;9;80;19;18.1;39.7;32.3;4026.4534;
;1;C;50;50;A3;0;20;no tag;Reprodutivo;3.5;7;53.5;77;7.7;5;5;78.5;
;1;C;50;50;C1;20;0;2009;Reprodutivo;5;2.5;75;52.5;24.3;17.1;20;1073.88;
;1;C;50;50;C2;20;10;no tag;Reprodutivo;3;9;73;69;27.4;27.2;37;3160.096;
;1;D;50;50;D5;40;10;2012;Esqueleto;9;6;99;66;51.5;28.4;18.2;1623.0032;
;1;B;50;0;E2;10;0;no tag;Jovem ;4;1.5;64;1.5;24.9;23.2;17.3;1260.2704;
;1;B;50;0;D4;30;10;no tag;Jovem ;3;5.5;83;15.5;7.5;5;5;78.5;
;1;D;50;50;E5;40;0;no tag;Jovem ;9.5;5;99.5;55;15;7.7;9;217.602;
;2;A;0;0;A2;40;30;no tag;Reprodutivo;1.5;5.5;41.5;35.5;21.8;5;5;78.5;
;2;A;0;0;A3;40;20;2030;Reprodutivo;9;9.5;49;29.5;37.4;27.8;24.6;2147.3832;
;2;A;0;0;A3;40;20;2031;Esqueleto;6;6;46;26;71.3;53.5;74.9;12582.451;
;2;A;0;0;A3;40;20;no tag;Jovem ;4;4.5;44;24.5;17.6;5;5;78.5;
;2;A;0;0;A3;40;20;no tag;Reprodutivo;3;8;43;28;32.7;15.1;10.5;497.847;
;2;A;0;0;A4;40;10;2023;Reprodutivo;9;5;49;15;45.3;30.9;59.7;5792.4522;
;2;A;0;0;A4;40;10;2032;Esqueleto;5;2;45;12;55.6;32.9;35;3615.71;
;2;A;0;0;A4;40;10;2021;Esqueleto;2;7.5;42;17.5;29.2;33.1;32.2;3346.6748;
;2;A;0;0;A4;40;10;no tag;Jovem ;1;4;41;14;7.6;5;5;78.5;
;2;A;0;0;A4;40;10;no tag;Morreu;8.5;2;48.5;12;na;na;na;#VALOR!;dead
;2;A;0;0;A5;40;0;no tag;Jovem ;7;4.5;47;4.5;5.9;5;5;78.5;
;2;A;0;0;A5;40;0;no tag;Reprodutivo;7;4.5;47;4.5;5.9;5;5;78.5;
;2;A;0;0;B1;30;40;no tag;Esqueleto;3;4;33;44;na;na;na;#VALOR!;
;2;A;0;0;B2;30;30;no tag;Reprodutivo;2.5;9;32.5;39;8.7;5;5;78.5;
;2;A;0;0;B3;30;20;2026;Not found;;;30;20;na;na;na;#VALOR!;
;2;A;0;0;B3;30;20;2025;Esqueleto;5.5;3;35.5;23;20.6;46.2;26.6;3858.8088;
;2;A;0;0;B3;30;20;2018;Esqueleto;9;8;39;28;18.5;27.5;29.5;2547.325;
;2;A;0;0;B3;30;20;no tag;Jovem ;2.5;0.5;32.5;20.5;5;5;5;78.5;
;2;A;0;0;B3;30;20;no tag;Jovem ;1.5;2;31.5;22;5;5;5;78.5;
;2;A;0;0;B5;30;0;2022;Esqueleto;7.5;3.5;37.5;3.5;52.5;52.7;71.4;11815.1292;
;2;A;0;0;B5;30;0;no tag;Jovem ;6;6.5;36;6.5;5;5;5;78.5;
;2;A;0;0;B5;30;0;no tag;Jovem ;6;6.5;36;6.5;5;5;5;78.5;
;2;A;0;0;B5;30;0;no tag;Jovem ;6;6.5;36;6.5;5;5;5;78.5;
;2;A;0;0;B5;30;0;no tag;Jovem ;6;6.5;36;6.5;10.6;5;5;78.5;
;2;A;0;0;C2;20;30;2019;Esqueleto;10;5;30;35;48.1;39.7;47.6;5933.7208;
;2;A;0;0;C3;20;20;2016;Esqueleto;3;8;23;28;27.8;41.4;55.7;7240.7772;
;2;A;0;0;C4;20;10;no tag;Jovem ;3.5;5;23.5;15;5;5;5;78.5;
;2;A;0;0;C5;20;0;no tag;Jovem ;4.5;6;24.5;6;5;5;5;78.5;
;2;A;0;0;D1;10;40;no tag;Reprodutivo;2;8;12;48;8.7;5;5;78.5;
;2;A;0;0;D3;10;20;no tag;Jovem ;0.5;2;10.5;22;7.3;5;5;78.5;
;2;A;0;0;D3;10;20;no tag;Jovem ;0.5;2;10.5;22;1.3;5;5;78.5;
;2;A;0;0;E1;0;40;2029;adulto ano passado;10;4;10;44;36.4;23.2;28.3;2061.5984;
;2;A;0;0;E1;0;40;no tag;Reprodutivo;6;8;6;48;11.1;7.8;7.4;181.2408;
;2;A;0;0;E1;0;40;no tag;Reprodutivo;5;6.5;5;46.5;9.7;7.4;6.5;151.034;
;2;A;0;0;E1;0;40;no tag;Reprodutivo;1.5;5.5;1.5;45.5;24.2;20.3;15.2;968.8784;
;2;A;0;0;A2;40;30;no tag;Reprodutivo;6.5;8;46.5;38;17.7;5.8;5.5;100.166;
;2;A;0;0;A4;40;10;no tag;Jovem ;1;4;41;14;7.6;5;5;78.5;
;2;A;0;0;A4;40;10;no tag;Jovem ;3;5.5;43;15.5;5;5;5;78.5;
;2;A;0;0;A5;40;0;no tag;Jovem ;5;8.5;45;8.5;5;5;5;78.5;
;2;A;0;0;B2;30;30;no tag;Jovem ;2.5;5;32.5;35;10;5;5;78.5;
;2;A;0;0;B2;30;30;no tag;Jovem ;3;5;33;35;10;5;5;78.5;
;2;A;0;0;B2;30;30;no tag;Jovem ;2;6.5;32;36.5;11.4;5;5;78.5;
;2;A;0;0;B3;30;20;no tag;Jovem ;0.5;6;30.5;26;5.1;5;5;78.5;
;2;A;0;0;B3;30;20;no tag;Reprodutivo;4.5;3;34.5;23;5;5;55;863.5;
;2;A;0;0;B5;30;0;no tag;Jovem ;6;6;36;6;5;5;5;78.5;
;2;A;0;0;B5;30;0;no tag;Reprodutivo;9;8;39;8;16.9;6.2;5;97.34;
;2;A;0;0;B5;30;0;no tag;Reprodutivo;9.5;6.5;39.5;6.5;10.8;5.5;5.5;94.985;
;2;A;0;0;B5;30;0;no tag;Jovem ;4.5;8;34.5;8;5;5;5;78.5;
;2;A;0;0;B5;30;0;no tag;Jovem ;3;3;33;3;5;5;55;863.5;
;2;A;0;0;B5;30;0;no tag;Jovem ;3;3;33;3;5;5;5;78.5;
;2;A;0;0;C1;20;40;no tag;Reprodutivo;8.5;2;28.5;42;12.7;5;5;78.5;
;2;A;0;0;C1;20;40;no tag;Jovem ;5;3;25;43;5;5;5;78.5;
;2;A;0;0;C1;20;40;no tag;Reprodutivo;4;3.5;24;43.5;10.2;5.9;5.5;101.893;
;2;A;0;0;C3;20;20;no tag;Reprodutivo;0.5;4.5;20.5;24.5;10.5;5;6.5;102.05;
;2;A;0;0;C4;20;10;no tag;Reprodutivo;5;4;25;14;12.3;5;5;78.5;
;2;A;0;0;C4;20;10;no tag;Reprodutivo;7.5;8.5;27.5;18.5;6.7;5;5;78.5;
;2;A;0;0;C4;20;10;no tag;Jovem ;4.5;4;24.5;14;5;5;5;78.5;
;2;A;0;0;D1;10;40;no tag;Reprodutivo;6.5;3;16.5;43;5.6;5.5;5;86.35;
;2;A;0;0;D2;10;30;no tag;Reprodutivo;6;2;16;32;10.4;7.2;9.1;205.7328;
;2;A;0;0;D3;10;20;no tag;Jovem ;0.5;2;10.5;22;7.3;5;5;78.5;
;2;A;0;0;D3;10;20;no tag;Jovem ;0.5;2;10.5;22;7.3;5;5;78.5;
;2;A;0;0;E1;0;40;no tag;Reprodutivo;5;6;5;46;12.2;7.5;6.9;162.495;
;2;A;0;0;E1;0;40;no tag;Reprodutivo;4;7;4;47;6.7;5.5;5;86.35;
;2;B;50;0;A3;20;40;no tag;Reprodutivo;9.5;8.5;79.5;48.5;9.1;6.1;5;95.77;
;2;B;50;0;A3;20;40;no tag;Reprodutivo;9.5;8.5;79.5;48.5;9.1;6.1;5;95.77;
;2;B;50;0;A3;20;40;no tag;Reprodutivo;8;3.5;78;43.5;10.8;5;5;78.5;
;2;B;50;0;A3;20;40;no tag;Reprodutivo;8;4.5;78;44.5;5.8;5;5;78.5;
;2;B;50;0;A3;20;40;no tag;Jovem ;4;7;74;47;8.8;5;5;78.5;
;2;B;50;0;A4;30;40;no tag;Jovem ;5;3.5;85;43.5;12.3;8.2;7.5;193.11;
;2;B;50;0;B1;0;30;no tag;Reprodutivo;5.5;4.5;55.5;34.5;9;5.5;5;86.35;
;2;B;50;0;B1;0;30;no tag;Reprodutivo;6;7;56;37;18.5;6;6;113.04;
;2;B;50;0;B1;0;30;no tag;Reprodutivo;7;7;57;37;7.3;5;5;78.5;
;2;B;50;0;B1;0;30;no tag;Jovem ;9;7;59;37;7.8;5.8;5.9;107.4508;
;2;B;50;0;B1;0;30;no tag;Reprodutivo;9;8;59;38;17.4;5.5;5.5;94.985;
;2;B;50;0;B1;0;30;no tag;Reprodutivo;7.5;9;57.5;39;15.4;5;5;78.5;
;2;B;50;0;B1;0;30;no tag;Reprodutivo;7.5;9;57.5;39;15.4;5;5;78.5;
;2;B;50;0;B1;0;30;no tag;Reprodutivo;7.5;9;57.5;39;15.4;5;5;78.5;
;2;B;50;0;B1;0;30;no tag;Reprodutivo;7.5;9;57.5;39;15.4;5;5;78.5;
;2;B;50;0;B1;0;30;no tag;Reprodutivo;0.5;4.5;50.5;34.5;13.6;7.6;7;167.048;
;2;B;50;0;B3;20;30;no tag;Reprodutivo;3;9.5;73;39.5;8.1;5.5;5;86.35;
;2;B;50;0;B4;30;30;no tag;Jovem ;4.5;1;84.5;31;5;5;5;78.5;
;2;B;50;0;B4;30;30;no tag;Reprodutivo;8;2;88;32;18;23;7.4;534.428;
;2;B;50;0;C2;10;20;no tag;Jovem ;8;5;68;25;11;5.5;5.5;94.985;
;2;B;50;0;C2;10;20;no tag;Jovem ;9;5;69;25;13.1;5;5;78.5;
;2;B;50;0;C2;10;20;no tag;Jovem ;9;5;69;25;13.1;5;5.3;83.21;
;2;B;50;0;C2;10;20;no tag;Reprodutivo;7.5;6.5;67.5;26.5;12.6;5.8;5.3;96.5236;
